obsolete_hs10,obsolete_desc_en,new_hs10,new_desc_en,same_code,mechanical_relation,mapping_type,source_file,checked_on
6201930029,"Men's/boys' anoraks,incl ski-jackets,of man-made fibres,not knitted/crochet,nes",6201409019,"Men's/boys' anoraks,incl ski-jackets,of m-m fibres,not knit/cro,o/t No 62.03,nes",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6201930033,"Men's/boys' wind-cheater,wind-jacket,sim art,o/t ski-jkt, nylon/polya,n knit/cro",6201409021,"Men's/boys' wind-cheaters & sim art,o/t ski-jackets,of nylon/o polya,n knit/cro",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6201930035,"Men's/boys' wind-cheater,wind-jacket & sim art,o/t ski-jacket,polyes,n knit/cro",6201409022,"Men's/boys' wind-cheaters & sim art,o/t ski-jackets,of polyesters, not knit/cro",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6201930039,"Men's/boys' wind-cheaters/jackets & sim,m-m fib,o/t ski-jackets,not knit/cro,nes",6201409029,"Men's/boys' wind-cheaters & sim art,o/t ski-jackets,of m-m fib,not knit/cro,nes",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6201190000,"Men's/boys',overcoats & similar articles,of o textile mat,n knit/cro,nes",6201900000,"Men's/boys' overcoats & sim art,of o textile mat,not knit/cro,o/t No 62.03,nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6201990000,"Men's/boys',anoraks & similar art,of o textile mat,o/t No 62.03,not knit/cro,nes",6201900000,"Men's/boys' overcoats & sim art,of o textile mat,not knit/cro,o/t No 62.03,nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202110000,"Women's/girls' overcoat & sim art,wool/fine animal hair,o/t knit/cro,o/t No 62.04",6202200000,"Women's/girls' overcoat&sim art,wool/fine animal hair,not knit/cro, o/t No 62.04",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202910000,"Women's/girls'anorak,wind-jacket,etc,wool/fine anml hair,n knit/cro,o/t No 62.04",6202200000,"Women's/girls' overcoat&sim art,wool/fine animal hair,not knit/cro, o/t No 62.04",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202120000,"Women's/girls' overcoats & sim articles of cotton,o/t knit/crochet, o/t No 62.04",6202300010,"Women's wind-cheaters & sim art,o/t ski-jackets,cotton,not knit/cro,o/t No 62.04",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202920010,"Women's wind-cheater, jacket,etc,o/t ski jacket,of cot,not knit/cro,o/t No 62.04",6202300010,"Women's wind-cheaters & sim art,o/t ski-jackets,cotton,not knit/cro,o/t No 62.04",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202120000,"Women's/girls' overcoats & sim articles of cotton,o/t knit/crochet, o/t No 62.04",6202300090,"Women's/girls' overcoats & sim art,nes, of cotton,not knit/crochet, o/t No 62.04",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202920090,"Women's/girls' anorak,incl ski-jackets, of cot, o/t knit/cro, o/t No 62.04,nes",6202300090,"Women's/girls' overcoats & sim art,nes, of cotton,not knit/crochet, o/t No 62.04",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202130030,"Women's/girls' overcoats & sim art of nylon/other polya,o/t knit/cro,o/t No 62.04",6202400010,"Women's/girls' overcoats & sim art, of nylon/o polya,n knit/crochet,o/t No 62.04",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202930010,"Women's/girls' anoraks,incl ski-jackets,of man-made fibres,not knit/crochet,nes",6202400010,"Women's/girls' overcoats & sim art, of nylon/o polya,n knit/crochet,o/t No 62.04",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202930020,"Women's/girls' wind-cheaters/jackets & sim,m-m fib,o/t ski-jkt,o/t knit/cro,nes",6202400010,"Women's/girls' overcoats & sim art, of nylon/o polya,n knit/crochet,o/t No 62.04",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202130050,"Women's/girls' overcoats & similar art, of polyesters, not knit/cro,o/t No 62.04",6202400020,"Women's/girls' overcoats and sim art,of polyesters,not knit/crochet,o/t No 62.04",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202930010,"Women's/girls' anoraks,incl ski-jackets,of man-made fibres,not knit/crochet,nes",6202400020,"Women's/girls' overcoats and sim art,of polyesters,not knit/crochet,o/t No 62.04",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202930020,"Women's/girls' wind-cheaters/jackets & sim,m-m fib,o/t ski-jkt,o/t knit/cro,nes",6202400020,"Women's/girls' overcoats and sim art,of polyesters,not knit/crochet,o/t No 62.04",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202130090,"Women's/girls' overcoat & sim art,of o man-made fib,o/t knit/cro,o/t No 62.04,nes",6202400090,"Women's/girls' overcoats & sim art,of man-made fib,not knit/cro,o/t No 62.04,nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6202930010,"Women's/girls' anoraks,incl ski-jackets,of man-made fibres,not knit/crochet,nes",6202400090,"Women's/girls' overcoats & sim art,of man-made fib,not knit/cro,o/t No 62.04,nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202930020,"Women's/girls' wind-cheaters/jackets & sim,m-m fib,o/t ski-jkt,o/t knit/cro,nes",6202400090,"Women's/girls' overcoats & sim art,of man-made fib,not knit/cro,o/t No 62.04,nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6202190000,"Women's/girls' overcoats & sim art,of o textile mat,o/t No 62.04,not knit/cro",6202901000,"Women's/girls' overcoats,raincoats,sim art, of o tex mat,n knit/cro,o/t No 62.04",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6202990000,"Women's/girls',anoraks & sim articles,of textile mat,o/t No 62.04,n knit/cro,nes",6202909000,"Women's/girls' overcoats & sim art,of o textile mat,n knit/cro, o/t No 62.04,nes",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6210401000,"Men's/boys' protective suits empl noxious atmos, impreg/ctd/cov/etc,tex wov fab",6210201000,"M/b protective suits noxious atmos,type in No 62.01,felt/nonwov/tex,not knit/cro",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
6210200000,"Men's/boys' overcoats and similar articles,of impreg/ctd/cov,etc,tex wov fabrics",6210209000,"Men's/boys' overcoats & similar articles,felt/nonwovens/tex fab,not knit/cro,nes",False,same subheading,merge,conc-10-stats-2022.xlsx,2026-09-07
6210409000,"Men's/boys' garments, of fabrics of No 59.03, 59.06 or 59.07, nes",6210209000,"Men's/boys' overcoats & similar articles,felt/nonwovens/tex fab,not knit/cro,nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6210501000,"Women's/girls' protec suits empl noxious atmos,impreg/ctd/cov/etc, tex woven fab",6210301000,"W/g protective suits noxious atmos,type in No 62.01,felt/nonwov/tex,not knit/cro",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
6210300000,"Women's/girls' overcoats and similar articles,impreg/ctd/cov,etc,tex wov fabrics",6210309000,"Women's/girls overcoats,similar articles,felt/nonwovens/tex fab,not knit/cro,nes",False,same subheading,merge,conc-10-stats-2022.xlsx,2026-09-07
6210509000,"Women's/girls' garments, of fabrics of No 59.03, 59.06 or 59.07, nes",6210309000,"Women's/girls overcoats,similar articles,felt/nonwovens/tex fab,not knit/cro,nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6210401000,"Men's/boys' protective suits empl noxious atmos, impreg/ctd/cov/etc,tex wov fab",6210401000,"Men's/boys' protective suits noxious atmos,felt/nonwov/tex fab,not knit/cro,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6210409000,"Men's/boys' garments, of fabrics of No 59.03, 59.06 or 59.07, nes",6210409000,"Men's/boys' garments,of felt/nonwovens/textile fabrics,not knitted/crocheted,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6210501000,"Women's/girls' protec suits empl noxious atmos,impreg/ctd/cov/etc, tex woven fab",6210501000,"Women's/girls' protective suits f noxious atmos,felt/nonwov/tex,not knit/cro,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6210509000,"Women's/girls' garments, of fabrics of No 59.03, 59.06 or 59.07, nes",6210509000,"Women's/girls' garments,of felt/nonwovens/textile fabrics,not knit/crocheted,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6307909990,"Made up articles, of textile materials, including dress patterns, nes",6307909930,"Infant/child carrier incl backpack style, of other textile materials nes",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
6307909990,"Made up articles, of textile materials, including dress patterns, nes",6307909990,"Made up articles, of textile materials, including dress patterns, nes",True,same code,split,conc-10-stats-2022-1.xlsx,2026-09-07
6812920000,"Paper, millboard and felt, of asbestos, o/t crocidolite",6812990000,"Fabr asbestos fibres;mixt w basis of asbestos/asb & mag carb;art of mixt/asb,nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6812930000,"Compressed asbestos fibre jointing, o/t crocidolite, in sheets or rolls",6812990000,"Fabr asbestos fibres;mixt w basis of asbestos/asb & mag carb;art of mixt/asb,nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
6812990000,"Fabr asbestos fibres;mixt w basis of asbestos/asb & mag carb;art of mixt/asb,nes",6812990000,"Fabr asbestos fibres;mixt w basis of asbestos/asb & mag carb;art of mixt/asb,nes",True,same code,merge,conc-10-stats-2022.xlsx,2026-09-07
6815999000,"Articles of stone or of other mineral substances, nes",6815110000,"Articles, of carbon fibres, for non-electrical use",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
6815999000,"Articles of stone or of other mineral substances, nes",6815120000,"Articles, of fabrics of carbon fibres, for non-electrical uses",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
6815999000,"Articles of stone or of other mineral substances, nes",6815130000,"Articles, of carbon fibres, o/t fabric, for non-electrical uses",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
6815100000,Non-electrical articles of graphite or other carbon,6815190000,"Articles, of graphite or other carbon, for non-electrical uses",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
6815910000,"Articles containing magnesite, dolomite or chromite",6815911000,"Refractory bricks,sim const prod for production metallurgical coke, iron & steel",False,same subheading,merge,conc-10-stats-2022.xlsx,2026-09-07
6815991000,"Foundry facings,dental models/casts,olivine panels,bricks,etc,in stone/o min,nes",6815911000,"Refractory bricks,sim const prod for production metallurgical coke, iron & steel",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
6815999000,"Articles of stone or of other mineral substances, nes",6815919000,"Articles, of stone/o mineral substances, cont magnesite, dolomite/chromite, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
6815991000,"Foundry facings,dental models/casts,olivine panels,bricks,etc,in stone/o min,nes",6815991000,"Foundry facings,dental models/casts,olivine panels,bricks,etc,in stone/o min,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
6815999000,"Articles of stone or of other mineral substances, nes",6815999000,"Articles, of stone or of other mineral substances, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7001000000,Cullet & other waste and scrap of glass; glass in the mass,7001000000,"Cullet,o w/s of glass,excl glass f CRT/o activat glass of No 85.49;glass in mass",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7007110000,"Safety glass, toughened, tempered, for vehicles,aircraft,spacecraft or vessels",7007110000,"Safety glass toughened, tempered, for vehicles, aircraft, spacecraft/vessels",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7007190010,"Safety glass toughened, tempered, having an absorbent or reflecting layer",7007190010,"Safety glass, toughened (tempered), having an absorbent or reflecting layer",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7007190020,"Safety glass toughened, tempered, coloured throughout the mass, nes",7007190020,"Safety glass,toughened (tempered), coloured throughout the mass, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7007190032,"Safety glass toughened, tempered, colourless, thickness <= 6mm,nes",7007190032,"Safety glass toughened, tempered, nes,colourless, thickness <= 6mm",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7007190033,"Safety glass toughened, tempered, colourless, thickness >6mm,nes",7007190033,"Safety glass toughened, tempered, nes, colourless, thickness > 6 mm",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7007210090,"Safety glass, laminated, nes, for vehicles, aircraft, spacecraft or vessels",7007210000,"Safety glass, laminated,shape and size for vehicles,aircraft, spacecraft/vessels",False,same subheading,split,conc-10-stats-2022.xlsx,2026-09-07
7007290000,"Safety glass, laminated, nes",7007290000,"Safety glass, laminated, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
7019190000,"Slivers, yarn and other chopped strands, of glass, nes",7019130000,"Slivers, of glass fibres, including glass wool",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
7019310010,"Glass fibre mats, of continuous strand",7019140000,"Mechanically bonded mats, of glass fibres, including glass wool",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310020,"Other mats solely of glass fibres, nes",7019140000,"Mechanically bonded mats, of glass fibres, including glass wool",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310090,"Mats of glass fibres including glass wool, nes",7019140000,"Mechanically bonded mats, of glass fibres, including glass wool",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310010,"Glass fibre mats, of continuous strand",7019150000,"Chemically bonded mats, of glass fibres, including glass wool",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310020,"Other mats solely of glass fibres, nes",7019150000,"Chemically bonded mats, of glass fibres, including glass wool",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310090,"Mats of glass fibres including glass wool, nes",7019150000,"Chemically bonded mats, of glass fibres, including glass wool",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019190000,"Slivers, yarn and other chopped strands, of glass, nes",7019190000,"Slivers, rovings, yarn and chopped strands and mats thereof, of glass fibres,nes",True,same code,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310010,"Glass fibre mats, of continuous strand",7019190000,"Slivers, rovings, yarn and chopped strands and mats thereof, of glass fibres,nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310020,"Other mats solely of glass fibres, nes",7019190000,"Slivers, rovings, yarn and chopped strands and mats thereof, of glass fibres,nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019310090,"Mats of glass fibres including glass wool, nes",7019190000,"Slivers, rovings, yarn and chopped strands and mats thereof, of glass fibres,nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
7019400000,"Glass fibres, including glass wool, woven fabrics of rovings",7019610000,"Mechanically bonded fabrics of glass fibres, closed woven fabrics of rovings",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
7019390090,"Webs, mattresses, boards and similar nonwoven products of glass fibres, nes",7019620000,"Mechanically bonded fabrics of glass fibres,closed fabrics of rovings, o/t woven",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
7019510000,"Woven fabrics, of glass fibres, of a width not exceeding 30 cm, nes",7019630000,"Mech bonded fabrics of glass fib,closed wov fab,plain weave,of yarns,not ctd/lam",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
